material,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,critical_temp
In3Rh1,2.0,108.86175,111.839875,108.6986830601,111.716450854807,0.691649627883278,0.539310952300494,11.9125,60.387125,5.95625,5.15826381129106,638.75,598.375,633.625283586442,594.611560803551,0.685134903916331,0.61137672788445,161.5,238.625,80.75,69.9315513555934,164.5,160.25,164.280248356277,160.086597638838,0.691811601892899,0.583150192743487,17.0,73.75,8.5,7.36121593216773,9880.0,8595.0,9539.88993647201,8350.84399540613,0.658923351913024,0.654633399043596,5140.0,2370.0,2570.0,2225.68528772601,70.8,50.6,58.1418953939412,42.0418080007962,0.520103682998864,0.688257078363336,80.8,5.0,40.4,34.9874263128913,12.48,7.87,8.41082635654785,5.23634356420069,0.387542704126569,0.619638439818765,18.44,2.98,9.22,7.98475422289252,116.0,99.0,110.905365064094,95.3637244200106,0.649555163088262,0.663467615411552,68.0,24.0,34.0,29.4448637286709,4.5,3.75,4.24264068711928,3.56762134500816,0.636514168294813,0.673011667009257,3.0,0.75,1.5,1.29903810567666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
Lu3Os4Ge13,3.0,145.942266666667,111.50052,134.209595375746,100.467264520406,1.02673902583262,1.07126489795059,117.6,20.96448,52.2127548364276,53.1597382430124,697.6,734.91,683.722109338067,727.424664711121,1.07961479333395,0.837964295985465,306.8,417.05,132.795281040655,96.1095723640471,175.666666666667,150.8,171.203967594456,146.85705479185,1.07414026292361,1.00887391617835,92.0,48.7,38.1342657228669,36.3862611434591,12584.6666666667,9454.1,10577.1982132494,7793.64884293473,0.933979745799432,1.01068806457457,17267.0,3041.85,7311.32009664162,6754.6812796756,93.2,107.57,87.4048467657277,103.699131502186,1.04186029641603,0.742073461176282,69.0,70.6,29.9529631255407,24.0883187458154,28.2666666666667,30.17,27.8871306636831,29.9373509742091,1.08572519694737,0.826303303720396,9.8,17.37,4.44322205412044,3.44631687457784,54.3333333333333,58.8,43.7116125862166,53.0054054254624,0.930829344290742,0.76321310053482,71.0,36.6,29.2612751298063,20.850899261183,4.33333333333333,4.25,4.16016764610381,4.15467859644964,1.05790542470367,0.895439650718424,3.0,2.15,1.24721912892465,0.942072184070839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Si2W3,2.0,105.96275,121.5382,71.8556770199822,86.707541168235,0.391159243236364,0.308132167263542,155.7545,99.0698,77.87725,76.3038100284645,777.85,776.22,777.807302614214,776.179039127023,0.693092289520341,0.675002290448419,16.3,147.42,8.14999999999998,7.98533656147314,152.0,160.2,146.365979653743,154.690476387042,0.656313692181511,0.590244825607173,82.0,71.4,41.0,40.1716317816441,10790.0,12482.0,6697.20090784202,8271.8149219043,0.342250695576914,0.265548377201345,16920.0,10618.0,8460.0,8289.07328957827,107.6,102.1,104.026487011722,98.7282977917575,0.660122403072575,0.691430974376207,55.0,5.98,27.5,26.944387170615,42.6,41.08,41.9165838302694,40.4317289822561,0.677147719136289,0.692896384275345,15.2,0.919999999999998,7.6,7.44644881806086,160.0,162.0,159.687194226713,161.698449835712,0.691192782003201,0.659152503822991,20.0,42.0,10.0,9.79795897113271,5.0,5.2,4.89897948556636,5.10169800250316,0.673011667009257,0.617241769730342,2.0,2.0,1.0,0.979795897113271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84
Cu1Mo6Se8,3.0,79.4886666666667,84.7324,78.37818442336,84.1380517299196,1.08469334209448,0.855980033738562,32.414,37.8756,13.2382391914064,9.90549466912178,790.066666666667,825.133333333333,782.848183685834,815.585162748871,1.08927539036548,0.837830658552051,255.6,451.88,109.105738722682,124.062686663727,146.0,140.6,141.574904050459,134.618834756599,1.06866171368894,0.883786085893983,87.0,66.3333333333333,35.5246393366632,41.6105755788117,8019.66666666667,7279.46666666667,7628.15220925127,6800.30106790789,1.0532437755462,0.895376199761759,5461.0,3514.66666666667,2326.48523647917,2649.20823056416,129.933333333333,142.153333333333,120.030771969486,128.231010705709,1.02235188285428,0.712360925478908,123.1,96.8066666666667,50.7536752911112,59.1528062638527,18.1666666666667,18.1533333333333,13.6559688905614,12.2353320102722,0.84564186956989,0.621793618665041,30.6,13.5266666666667,12.9959822851355,14.6918057282131,179.84,82.544,30.6920604621307,7.57201913519139,0.577939542159269,0.65033220967299,399.48,55.3226666666667,165.624065884158,107.618302086587,4.66666666666667,5.73333333333333,4.16016764610381,5.57626194725766,1.00424247305408,0.777479567542826,4.0,3.06666666666667,1.88561808316413,0.997775303139718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Sr4Sc2Fe2P2O6,5.0,47.0788148,44.37660925,40.5036724192487,35.3618788080572,1.47496524718887,1.384451132061,71.6206,18.03327975,24.2909166837355,28.4325420821963,852.64,929.8,810.176378158952,870.7294404365,1.55795511354105,1.33247433068727,764.1,413.5625,278.325224153327,327.096965745633,141.0,127.5,124.214063633213,105.129005201357,1.50475541019654,1.4605799383131,171.0,42.5,61.0835493402274,71.2214855222776,3062.6858,2243.285875,694.037406719004,174.629184034103,1.21754652041605,1.25381343294164,7872.571,983.714125,2617.25468743234,2444.60078515713,51.666,68.7325,29.605344160095,36.3014677632405,1.15377324196339,0.778898265943977,135.97,51.805,50.868975063392,60.3604064660768,7.7324,5.88825,3.01942607298605,1.77593572045162,1.1563411581588,1.21182517143653,15.778,1.92,6.51074243385499,6.09944205952479,26.052516,20.6644675,3.08074973343022,1.27220621225324,0.927147659420959,0.955802252078511,78.97342,9.8650325,29.4224011693306,26.2937637069628,3.0,2.625,2.82523450049477,2.48196304897596,1.54728673334095,1.57144636372213,3.0,0.375,1.09544511501033,0.992156741649222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Rh2Sr1,2.0,95.26275,97.8103333333333,94.9556733955376,97.5349220133566,0.689925444718155,0.609677789511282,15.2855,39.397,7.64275,7.20565380255131,634.25,662.666666666667,628.494630048659,657.473087324362,0.684086661986666,0.589286963373635,170.5,296.666666666667,85.25,80.3744707948709,196.0,188.333333333333,194.645832218417,187.145234957204,0.686246139081459,0.667667279819386,46.0,42.3333333333333,23.0,21.6846079563875,7540.0,9176.66666666667,5722.19363531155,7414.77796174619,0.462799782293519,0.315153695765547,9820.0,7423.33333333333,4910.0,4629.19239416793,58.865,76.31,26.9469107691401,43.2222713237697,0.214305055422173,0.129573414411663,104.67,71.9566666666667,52.335,49.3419111911973,14.85,17.1333333333333,13.1757352736005,15.5597692288717,0.582621510882867,0.43237217873632,13.7,11.8,6.85,6.45824193483713,92.5,111.666666666667,72.4568837309472,92.3457375223916,0.485045142556336,0.334811354066888,115.0,88.3333333333333,57.5,54.2115198909686,4.0,4.66666666666667,3.46410161513775,4.16016764610381,0.562335144618808,0.410116318288409,4.0,3.33333333333333,2.0,1.88561808316413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
Ga1Zr2,2.0,80.4735,84.057,79.7521846221155,83.4061540795788,0.684197229005789,0.58960853906671,21.501,37.575,10.7505,10.135668601528,619.2,632.7,617.87408911525,631.512789197155,0.691006616481876,0.614945745983042,81.0,246.9,40.5,38.1837661840736,171.0,182.666666666667,167.379807623261,179.373293779575,0.67205180363934,0.560321483312782,70.0,92.0,35.0,32.9983164553722,6207.5,6308.66666666667,6200.07612856488,6302.03164830831,0.691951467154981,0.620653452353977,607.0,2372.66666666667,303.5,286.142544120156,36.5,38.5333333333333,35.9866641966159,38.0683681489384,0.679116338610597,0.576146531856831,12.2,18.2666666666667,6.1,5.75113515365059,13.295,15.8633333333333,10.8346665846255,13.5088008457165,0.514260462590188,0.361836813923415,15.41,12.1366666666667,7.705,7.2643436653898,26.0,25.0,25.8263431402899,24.8476062668946,0.686475525581847,0.667233669428229,6.0,5.66666666666667,3.0,2.82842712474619,3.5,3.66666666666667,3.46410161513775,3.63424118566428,0.682908104700472,0.585952618303551,1.0,1.66666666666667,0.5,0.471404520791032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
Pr1Fe1P1O1,4.0,60.931453,60.931453,44.4379616806093,44.4379616806093,1.09534782194759,1.09534782194759,124.90825,31.2270625,48.3177418955768,48.3177418955768,902.5,902.5,853.5494309032889,853.5494309032889,1.33301571129344,1.33301571129344,786.5,196.625,292.520264255316,292.520264255316,137.25,137.25,116.030514014565,116.030514014565,1.23753210688051,1.23753210688051,199.0,49.75,73.9978884833885,73.9978884833885,4084.60725,4084.60725,607.499041174659,607.499041174659,0.963227445000677,0.963227445000677,7872.571,1968.14275,3266.37189765,3266.37189765,70.925,70.925,55.0011964297805,55.0011964297805,1.17421214199081,1.17421214199081,125.3,31.325,45.7961993510379,45.7961993510379,5.3905,5.3905,1.91785284622409,1.91785284622409,0.80174721379371,0.80174721379371,13.577999999999998,3.3944999999999994,5.52899002983366,5.52899002983366,23.065645,23.065645,1.59315986021944,1.59315986021944,0.426622582541104,0.426622582541104,78.97342,19.743355,32.7183453334376,32.7183453334376,3.5,3.5,3.30975091964687,3.30975091964687,1.33373602720281,1.33373602720281,3.0,0.75,1.11803398874989,1.11803398874989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5866666666666664
Y2Al1Ge3,3.0,62.8391295333333,70.4472064333333,55.8518673626209,65.8737802645777,1.00017951165827,0.881479764520629,61.9243114,31.8180769,26.2113327139532,20.7565294469965,650.866666666667,681.333333333333,646.297489401142,676.623401116025,1.09144384377465,0.963461050160271,182.8,283.8,78.7289583881871,79.6905403559433,151.666666666667,152.833333333333,146.232069781784,147.643374024611,1.06078908251094,0.986183774934543,94.0,51.0,42.7577153531643,41.9102877850084,4165.0,4602.16666666667,4005.65930595455,4485.45108976504,1.0623150038773,0.909188412909945,2623.0,2211.5,1092.61734686333,931.926931446643,65.2,77.95,54.8361182322683,64.8618153033629,0.926402522952387,0.689751048237241,89.4,52.9166666666667,39.4560515003719,42.7667218757763,17.9666666666667,21.4833333333333,15.7122573218158,18.8399237193113,0.960862791449827,0.73574408885796,21.1,14.1166666666667,9.78581740184346,10.3193049938237,104.0,74.8333333333333,62.1187457183605,49.4769867909013,0.689067622405126,0.900717571882422,218.0,33.5,94.2797256395386,74.1651685241949,3.33333333333333,3.5,3.30192724889463,3.46410161513775,1.08889997534522,0.955699891112534,1.0,1.5,0.471404520791032,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Lu1Mo6S8,3.0,100.997266666667,67.1497866666667,81.350278521643,55.6651182421053,0.918917150225071,0.972087947607514,142.9018,26.7195466666667,58.4480490259703,41.9938223723104,732.266666666667,840.92,705.367645276367,821.614796826582,1.06135591425424,0.784743365096471,486.0,498.6,201.22758812405,173.913109339118,164.666666666667,136.866666666667,153.07732432189,126.379225845339,1.03470898732614,0.930898465974622,130.0,61.5333333333333,56.0138871669835,53.6989964731393,7360.33333333333,5813.4,5831.2653718673,4235.15945257505,0.931072723135174,0.799658104242146,8320.0,3455.93333333333,3822.81574526189,4120.79432148706,108.8,140.26,91.3256516559069,122.841638196131,0.924677421132356,0.622221801246197,150.0,104.033333333333,66.1557253758131,65.6772898344626,19.91,16.7893333333333,11.1068377640836,6.90198112629298,0.775622690771928,0.504061828696774,34.27,13.4773333333333,14.0685061988353,16.4432711533387,51.735,56.776,7.69655211913703,3.7189126536488,0.341751279286799,0.107208781663999,138.795,55.4906666666667,62.0416831654332,67.2456311145936,5.0,5.8,4.7622031559046,5.7290496234625,1.05492016798614,0.809354472976388,3.0,3.0,1.4142135623731,0.748331477354788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
Ta1Rh1P1,3.0,104.942380666667,104.942380666667,83.2393501696315,83.2393501696315,0.911949215659873,0.911949215659872,149.974118,49.9913726666667,61.2436156107022,61.2436156107022,830.266666666667,830.266666666667,820.81672535003,820.81672535003,1.08688347477996,1.08688347477996,291.7,97.2333333333333,129.008380434072,129.008380434072,157.0,157.0,150.233709749977,150.233709749977,1.0582344590537,1.0582344590537,102.0,34.0,43.1508980207828,43.1508980207828,10307.6666666667,10307.6666666667,7229.75232015975,7229.75232015975,0.866524876668112,0.866524876668112,14827.0,4942.33333333333,6239.77437270149,6239.77437270149,72.0666666666667,72.0666666666667,63.9895002306386,63.9895002306386,0.993223946387817,0.993223946387817,78.7,26.2333333333333,32.1306015436306,32.1306015436306,19.4466666666667,19.4466666666667,7.93683593344977,7.93683593344977,0.715264068440347,0.715264068440347,35.36,11.7866666666667,14.5233268303864,14.5233268303864,69.0786666666667,69.0786666666667,12.6364778147536,12.6364778147536,0.596706150863228,0.596706150863228,149.764,49.9213333333333,61.7345638754247,61.7345638754247,5.33333333333333,5.33333333333333,5.31329284591305,5.31329284591305,1.09478022600795,1.09478022600795,1.0,0.333333333333333,0.471404520791032,0.471404520791032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.635
Yb3Rh4Sn13,3.0,131.5565,123.7007,128.342110910142,122.076399554629,1.07334620713283,0.920447480922702,70.1485,56.5804,30.0441612158946,21.6342300061731,676.9,694.68,674.789025753176,693.513797881667,1.09555159547942,0.864242629645283,116.5,369.88,52.458427985088,38.7660108858263,180.0,162.15,177.251135736199,160.122133553874,1.08316132979027,0.970061986311911,77.0,60.95000000000001,31.8224239596337,27.4231198079285,8776.66666666667,8227.0,8424.6273436826,8002.302617089331,1.05631831775666,0.93296974769908,5880.0,3766.0,2614.94848047826,2127.24493183084,90.5,100.685,85.4109666768141,97.67891430118532,1.04738668914166,0.7786867072371729,59.70000000000001,62.995,27.5945646821978,20.683139872853,12.133333333333304,10.045,10.5361715455227,8.90387965747401,0.954007136470618,0.9700078526145188,14.699999999999998,3.395,6.77068845998856,5.8326216232497,85.3333333333333,79.4,73.1830024136365,72.5816045117076,0.9506907108362452,0.889317351290988,111.0,37.7,47.1333804808817,36.6284042786469,4.33333333333333,4.25,4.16016764610381,4.15467859644964,1.05790542470367,0.895439650718424,3.0,2.15,1.24721912892465,0.942072184070839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.833333333333333
La7Ir3,2.0,165.561235,154.898929,163.401324128631,153.123230227011,0.68012970185848,0.660155722910702,53.31153,39.568729,26.655765,24.4304121638909,704.6,639.2,685.367718819613,623.541266312239,0.665977407947211,0.675909930827931,327.0,118.34,163.5,149.850225225056,187.5,190.5,187.349939951952,190.373274267273,0.692346967089961,0.596195772462896,15.0,82.5,7.5,6.87386354243376,14353.0,11070.2,11775.1331202666,9078.55058423723,0.519340497893187,0.668130838706338,16414.0,2465.8,8207.0,7521.83974570052,101.0,80.4,86.8835427454475,69.3752549848049,0.556830825910197,0.683586431601035,103.0,11.1,51.5,47.2005296580451,16.15,12.21,12.7984374046209,9.63896468260343,0.493458168960416,0.654093739937653,19.7,3.39,9.85,9.027674119063,81.5,54.1,44.1588043316392,27.0762006827919,0.278169613313276,0.453031797632068,137.0,35.9,68.5,62.781287020895,4.5,3.9,4.24264068711928,3.69343324003475,0.636514168294813,0.690185676018804,3.0,0.3,1.5,1.37477270848675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33
Ni2P2Sr4Sc2O6,5.0,47.6484948,44.73265925,40.9086734231024,35.5824586231907,1.47430363151362,1.38798550468557,71.6206,18.03327975,24.5221250163042,28.5913184642898,848.06,926.9375,805.228134980334,867.40182477626,1.55698175008553,1.32949892117382,764.1,413.5625,280.010111246005,328.674671740537,139.6,126.625,123.078757653494,104.527427838741,1.50454095197579,1.45756391315345,171.0,42.5,60.8032893847035,70.9082814274891,3269.4858,2372.535875,711.377030037476,177.343356733364,1.18071409815436,1.22849845883731,8906.571,1112.964125,3001.84053740477,2747.46274544412,70.926,80.77,43.1781068798815,45.9576286795845,1.28911858851116,1.00912771575849,135.97,51.805,52.3814156357004,58.4554837034132,8.4124,6.31325,3.15539892324812,1.82550662168294,1.1403704762377,1.20758395054416,16.978,2.07,7.24508820098141,6.72254088403336,28.452516,22.1644675,3.16912434579087,1.29489424158385,0.888792657357565,0.938591053206,90.97342,11.3650325,33.8062954753848,29.7004816017787,2.8,2.5,2.60517108469735,2.35930400063821,1.53177807879137,1.54447952109686,3.0,0.5,1.16619037896906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5250000000000004
