material_id,composition,tc
634,Re1Ge2,2.7
799,Yb1Ba2Cu3O7,90.7
349,Ir3Y1,3.5
788,Y2Rh3Si5,2.7
323,I1Bi2Sr2Ca1Cu2O8,65.25
681,Sm1Ba2Cu4O8,69.3
93,Ba6Ge25,0.24
432,La3Rh2Ge2,3.5
253,Eu1Ba2Cu4O8,70.1
486,Mg10Ir19B16,4.0875
287,Ge2Lu1,2.6
21,As1Nb3,2.353333333333333
453,Li2B1Pt3,1.86
92,Ba6C60,7.0
539,Nd1Pt4Ge12,0.7
787,Y2Re3Si5,1.76
282,Ge1Mo3,2.1792
759,Y1Mo6Se8,6.38
76,Ba1Hg1,2.32
350,Ir5La1,2.13
425,La3Ni1,3.6
498,Mo3Os1,11.0225
123,Bi2La4Pb1,2.3
301,Hf1Re2,5.203333333333333
59,B1W2,3.2
724,Te3Zr1,2.7700000000000005
616,Pr1Ru4As12,2.3825
402,La1Rh1Si3,2.245
344,Ir2Sr1,5.7
540,Nd1Rh4B4,5.323333333333333
31,Au1Ga1,1.2
202,Ce1Pd5Al2,0.735
220,Co3Y4,2.033333333333333
512,Nb1Rh1P1,4.25
749,Tm2Fe3Si5,1.8433333333333333
392,La1Pt1Ge1,3.4
470,Lu1Ru1B2,10.053999999999998
586,Pd1Te2,1.61
320,Ho1Ba2Cu4O8,76.78
258,Ga1Hf2,0.21
651,Rh5Y1,0.56
8,Al1Os1,0.39
273,Ga3Zr5,3.85
721,Ta5Ge1B2,3.8
196,Ce1Ir1Si3,1.53
696,Sr1Ni2Ge2,0.8825000000000001
211,Ce2Co1In8,0.4
12,Al2C1Mo3,9.025
164,Ca1Pb3,0.65
695,Sr1Ni2As2,0.66
576,Pb4Pt1,2.8
170,Ca1Tl3,2.04
159,Ca1Hg1,1.6
351,K1Fe2As2,3.3294444444444444
790,Y3Os8B6,5.8
485,Lu5Rh4Ge10,2.79
316,Hg1Sr2La1Cu2O6,28.0
103,Be2Nb1,2.15
768,Y1Pd2Si2,0.785
610,Pr1Fe1As1O,34.5
625,Pt1Ti3,0.58
83,Ba1Sn3,4.3
538,Nd1Mo6S8,3.5
551,Ni2Zr1Ga1,2.87
27,As2Pd5,0.46
614,Pr1Pt2B2C1,6.0
147,C3La2,10.66
3,Ag1Sn1Se2,4.655
270,Ga2Y1,1.68
302,Hf1Rh1,1.73
423,La3Co4Sn13,2.425
710,Sr3Rh8B6,3.4
504,Mo5Si1B2,5.8
740,Tl1Sr2Ca1Cu2O7,59.4
508,Na1Al1Si1,7.2
411,La1Sb2,0.8
463,Lu1Os2,3.49
119,Bi2Ca2Sr1Cu2O8,70.0
101,Be22Re1,9.51
64,B2Ru1,1.6
192,Ce1Cu2Si2,0.6496999999999999
195,Ce1Ir1In5,0.7704285714285714
394,La1Pt2,0.46
452,Li2B1Pd3,7.61
726,Ti1Rh1Si1,5.1
263,Ga1Pt1,1.74
154,C8K1,0.30475
48,B12Y1,4.7
297,Hf1Os1As1,3.2
74,Ba1Bi3,5.745
60,B2Mg1,35.56130434782609
406,La1Ru2,3.7032
161,Ca1Ir2,5.075
550,Ni2P2Sr4Sc2O6,3.5250000000000004
715,Ta1Pt1Si1,3.54
336,Ir1Mo3,8.030999999999999
714,Ta1Ir1Si1,0.5
597,Pd2Sn1,0.41
428,La3Ni4Si4,0.96
208,Ce1Ru2,5.998272727272727
376,La1Ni1Sb2,1.0
561,P1Zr3,4.5
197,Ce1Ni1Ge3,0.4549999999999999
622,Pt1Si1,0.88
329,In2Mo15Se19,1.5
739,Tl1Sr1La1Cu1O5,32.0
542,Ni1Zr2,1.981666666666667
14,Al2Pt1,0.515
396,La1Pt3Si1,0.6
592,Pd2Hf1Al1,3.583333333333333
308,Hf5Re24,4.3
85,Ba1Ti2Sb2O1,1.205
18,Al3Yb1,0.94
682,Sm1Fe1As1O,53.8
321,Ho1Ni2B2C1,8.003125
63,B2Re1,6.3
489,Mg1C1Ni3,6.91125
578,Pd1Sb1,1.58
413,La1Si2,2.4
91,Ba3Ir4Ge16,6.1
802,Yb1Mo6Se8,6.0
182,Cd1Mo6S8,1.8
374,La1Ni1Ga2,1.97
184,Cd1Sn1,3.65
804,Yb1Pd2Sn1,2.06
291,Ge3Rh5,2.12
375,La1Ni1P1O1,3.0
183,Cd1Mo6Se8,2.4
765,Y1Pd2B2C1,22.6
669,Sc1Tc2,10.9
16,Al3Mg2,0.855
565,Pb1Mo6S4Se4,3.2
356,K2In1Mo15Se19,1.3
779,Y2Al1Ge3,4.5
583,Pd1Sn1,0.41
573,Pb3Y1,4.72
815,Zr1Ru1As1,8.716666666666667
307,Hf2Rh1,1.72
751,V2Ir1B2,1.12
679,Si3Y1,4.63
711,Sr4Sc2Fe2P2O6,17.0
162,Ca1Ni1B1N1,2.08
247,Er1Ir4B4,2.22
430,La3Pd4Si4,2.065
198,Ce1Ni2B2C1,0.1
793,Y5Ir4Ge10,2.76
369,La1Mo6S8,6.73
58,B1Ta2,3.12
603,Pd2Yb1Pb1,2.65
40,Au1Zr3,0.92
543,Ni1Zr3,3.35
767,Y1Pd2Pb1,4.13
352,K1Fe2Se2,40.0
168,Ca1Rh2,6.4
720,Ta4Pd3Te16,4.38
520,Nb2Sn1C1,5.9
733,Tl1Ba1Sr1Ca2Cu3O9,101.0
262,Ga1Nb4Se8,2.9
527,Nb3Sn0.1Sn0.9,16.2
817,Zr1Ru1Si1,9.733333333333333
171,Ca2In1N1,0.6
673,Sc5Ir4Si10,8.311428571428571
343,Ir2Sc1,1.5499999999999998
468,Lu1Re2,1.7
781,Y2Cl2C2,2.3
20,Al6Re1,1.85
585,Pd1Te1,3.01
172,Ca2Pt3Si5,1.3
535,Nb6Sn5,2.435
752,Y1Ba2Cu3O7,85.4697909090909
509,Na1Pb3,5.62
1,Ag1La1,1.0733333333333333
700,Sr1Pd2Ge2,2.8920000000000003
189,Ce1Co1In5,2.2070833333333333
135,Bi3La4,0.155
260,Ga1Mo3,0.76
816,Zr1Ru1Ge1,9.0
43,Au5Ba1,0.4
560,P1Rh2,1.3
536,NbSn3,18.0
311,Hg1Ba2Ca3Cu4O10,123.5
419,La2C2Br2,7.03
431,La3Pd5Si1,1.4
295,H4Si1,17.0
280,Gd1Ba2Cu4O8,73.28571428571429
322,Ho1Rh4B4,1.4
254,Eu1Fe2As2,28.9
383,La1Os4Sb12,0.80775
662,Sb2Tl7,5.2
313,Hg1In1,3.81
644,Rh1V3,0.38
149,C60Ca5,8.4
201,Ce1Pd2Si2,0.421
84,Ba1Ti2Bi2O1,4.6
109,Bi1Cu1,1.8
596,Pd2Sc1Sn1,2.1
335,In3Y1,0.78
367,La1Ir2Ge2,1.5
102,Be22W1,4.12
591,Pd20Zr80,2.91
608,Pd7Se2,0.53
314,Hg1Mg1,0.935
474,Lu1S1,1.1
689,Sr1Al1Ge1,6.7
237,Dy1Ba2Cu3O7,86.13181818181819
245,Er1Ba2Cu4O8,78.525
136,Bi3La5,0.64
153,C8Cs1,0.135
645,Rh1Y3,0.65
775,Y1Ru1B4,1.38
595,Pd2Lu1Sn1,3.05
244,Er1Ba2Cu3O7,88.39333333333335
623,Pt1Sn1,0.37
607,Pd4Se1,0.42
477,Lu1Tc2,9.9
547,Ni2Nb1Al1,2.15
692,Sr1Fe2As1P1,9.095
175,Ca3Ir4Ge13,1.7
55,B1Nb1,8.25
709,Sr3Rh4Sn13,4.216666666666667
685,Sn1Mo6Se8,3.4
121,Bi2Ir1,2.715
178,Ca3Rh4Ge13,2.1
750,Tm5Ir4Si10,1.9
231,Cu1S1Se1,1.625
643,Rh17S15,5.5200000000000005
312,Hg1Ba2Cu1O4,76.21785714285714
133,Bi3Ca1,1.85
11,Al2Au1,0.095
654,Ru1W1,7.5
636,Re24Sc5,2.2
47,B12Sc1,0.39
96,Ba8Si40Ga6,3.3
210,Ce1Ru3Si2,1.25
464,Lu1Os3B2,4.655
116,Bi1Pd1Te1,1.2
758,Y1Ir1Si1,2.7
215,Co1Hf2,0.56
52,B1I3,1.86
572,Pb3Sr1,1.85
435,La3Ru8B6,3.15
144,C1S1,9.0
248,Er1Ni2B2C1,10.326363636363636
640,Re2Si1,3.8
236,Cu50Sn50,3.26
166,Ca1Pt1Si3,2.3
337,Ir1Nb3,1.8766666666666667
602,Pd2Y1Sn1,4.55
505,Mo6S6Br2,13.4
805,Yb3Co4Sn13,2.5
228,Cu1Mo6Se8,5.9
757,Y1In3,0.96
179,Ca3Rh4Sn13,7.4775
807,Zn1N1Ni3,3.0
416,La1Sn3,6.3582857142857145
774,Y1Ru1B2,7.7
777,Y1Ru3Si2,3.51
615,Pr1Pt4Ge12,7.876
577,Pd17Se15,2.2
501,Mo3Si1,1.402
638,Re24Zr5,3.875
813,Zr1Pd2Al1,3.4
544,Ni20Zr80,3.47
393,La1Pt1Si1,3.8333333333333335
410,La1Ru4Sb12,3.293333333333333
34,Au1Lu1,0.37
289,Ge2Y1,3.8
134,Bi3In5,4.189
115,Bi1Pd1Se1,1.0
506,Mo8P5,5.8
15,Al2Zr1,0.35
473,Lu1Ru4B4,2.0
735,Tl1Ba2Ca3Cu4O11,118.05
243,Dy1Rh2Ir2B4,4.53
409,La1Ru4P12,6.923333333333333
25,As2Cd1Ge1,3.02
784,Y2I2C2,9.85
424,La3Ir4Sn13,2.55
533,Nb50Zr25Hf25,10.1
366,La1Ir1Si3,1.4733333333333334
380,La1Ni2P2,2.6
216,Co1La3,4.226666666666667
177,Ca3Ir4Sn13,6.95
326,In1Sc1Au2,3.02
229,Cu1Rh2S4,4.7425
450,Li1Cu2P2,3.7
381,La1Os4As12,3.2
454,Li2Mo15Se19,2.6
639,Re2Sc1,2.565
771,Y1Rh2Si2,2.1
325,In1Pd1,0.7
456,Li2Pt3B1,2.728
288,Ge2Sc1,1.3
397,La1Pt4Ge12,8.253333333333332
717,Ta1Ru1Si1,3.15
647,Rh2Sr1,6.2
180,Ca4Rh6Pb19,3.3
199,Ce1Ni2Ge2,0.2166666666666666
81,Ba1Rh2,6.0
503,Mo4Re2Te8,3.5
725,Ti1Ir1Si1,2.2333333333333334
382,La1Os4P12,1.8
157,Ca1Ga1Si1,4.2375
728,Ti1Se2,1.8
812,Zr1Os1Si1,1.72
272,Ga3Sc1,2.1
379,La1Ni2Ge2,0.69
716,Ta1Rh1P1,4.635
219,Co1Ti1,0.71
476,Lu1Si3,6.78
306,Hf2Ni1,0.87
360,La1Cu1Sb2,0.9
39,Au1Sc1,2.0
480,Lu3Os4Ge13,3.6
296,Hf1N1Cl1,25.5
156,Ca1Fe2As2,11.8
666,Sc1Pd2Sn1,2.145
529,Nb3Sn1,17.846
420,La2Rh3Si5,4.4
106,Be2Ta3,1.0
773,Y1Rh4B4,10.95775
587,Pd1Tl1Pb1,1.78
612,Pr1Mo6S8,2.55
364,La1Ir1P1,5.3
641,Re2Y1,1.83
798,Y6Ta4Al43,0.68
259,Ga1La3,5.82
653,Ru1Ti1,1.07
28,As2W1,0.9
706,Sr2Sc1Fe1P1O3,12.0
126,Bi2Rb1,4.25
677,Si3Sr2,0.55
668,Sc1Ru4B4,7.27
44,Au5Ca1,0.34
564,P4W14O50,0.39
730,Ti2In1C1,3.1
142,Bi4Te3,5.25
113,Bi1Li1,2.4625000000000004
761,Y1Ni2B2C1,14.852380952380951
395,La1Pt2B2C1,10.25
760,Y1Ni1Ge3,0.46
328,In1Y1Au2,1.9
588,Pd1Tl2,1.32
569,Pb2Rh1,2.66
631,Rb1Fe2As2,2.38
487,Mg1Al1Si1,6.0
791,Y3Pt4Ge6,2.6
286,Ge2La1,1.9766666666666668
278,Gd1Ba2Cu3O7,89.762
566,Pb1Ta1Se2,3.695
427,La3Ni4P4O2,2.2
221,Cr3Ir1,0.256
801,Yb1Fe4Al8,50.0
407,La1Ru2P2,3.9333333333333336
50,B1C1Mo2,5.933333333333334
713,Ta1Ge2,2.3
339,Ir1Ti3,5.1850000000000005
132,Bi2Te1,8.6
461,Lu1Ni2B2C1,15.880666666666666
399,La1Rh1P1,2.5
693,Sr1Fe2As2,27.566666666666663
