material_id,composition,tc
271,Ga3Lu1,2.25
38,Au1Sb2,0.58
659,S1Se1Ta1,3.7
491,Mg4Al1Si3,5.2
431,La3Pd5Si1,1.4
731,Ti2In1N1,7.3
101,Be22Re1,9.51
620,Pt1,0.0049879999999999
541,Ni1Sm1,1.6
425,La3Ni1,3.6
625,Pt1Ti3,0.58
44,Au5Ca1,0.34
418,La1Zn1,1.04
220,Co3Y4,2.033333333333333
276,Ga6Y1,2.0
808,Zn2Zr1,0.4449999999999999
744,Tm1Ba2Cu3O7,91.2
791,Y3Pt4Ge6,2.6
388,La1Pd2Ge2,1.04
574,Pb3Yb1,0.23
111,Bi1La2,0.76
212,Ce2Ni3Ge5,0.22
734,Tl1Ba2Ca1Cu2O7,86.65
743,Tl3Y1,1.52
512,Nb1Rh1P1,4.25
489,Mg1C1Ni3,6.91125
71,B6Y1,6.641666666666667
6,Al1Mo3,0.58
117,Bi1Pt1Se1,1.45
64,B2Ru1,1.6
756,Y1Fe2Si2,2.9
552,O1V3Zr3,7.5
192,Ce1Cu2Si2,0.6496999999999999
224,Cs1Os2O6,3.27
197,Ce1Ni1Ge3,0.4549999999999999
535,Nb6Sn5,2.435
10,Al25Nb75,17.5
216,Co1La3,4.226666666666667
244,Er1Ba2Cu3O7,88.39333333333335
168,Ca1Rh2,6.4
214,Ce2Rh1In8,1.0833333333333333
498,Mo3Os1,11.0225
62,B2Os1,2.1300000000000003
53,B1Mo1Re1,5.09
14,Al2Pt1,0.515
764,Y1Os2Si2,1.1
237,Dy1Ba2Cu3O7,86.13181818181819
619,Pr1V2Al20,0.0445
523,Nb3Rh1,2.7423333333333333
534,Nb50Zr50,10.2
416,La1Sn3,6.3582857142857145
110,Bi1K1,3.6
529,Nb3Sn1,17.846
560,P1Rh2,1.3
21,As1Nb3,2.353333333333333
35,Au1Pb2,3.76
511,Nb1Pt1Si1,1.24
493,Mo1Ru1,10.0
700,Sr1Pd2Ge2,2.8920000000000003
16,Al3Mg2,0.855
473,Lu1Ru4B4,2.0
352,K1Fe2Se2,40.0
154,C8K1,0.30475
371,La1Ni1As1O1,2.7099999999999995
95,Ba8Ge46,10.0
516,Nb25Ti50Mo25,4.3
69,B6La1,3.075
710,Sr3Rh8B6,3.4
309,Hg1Ba2Ca1Cu2O6,119.75625
812,Zr1Os1Si1,1.72
807,Zn1N1Ni3,3.0
357,K2Mo15Se19,2.1
641,Re2Y1,1.83
362,La1Fe4P12,4.1000000000000005
355,K1V6S8,0.71
185,Cd2Re2O7,1.1028571428571428
395,La1Pt2B2C1,10.25
642,Re2Zr1,6.366666666666667
715,Ta1Pt1Si1,3.54
445,La7Ni3,2.1
91,Ba3Ir4Ge16,6.1
559,P1Pd3,0.35
528,Nb3Sn0.2Sn0.8,15.89
719,Ta1V2,3.2
176,Ca3Ir4Ge4,1.7
52,B1I3,1.86
610,Pr1Fe1As1O,34.5
50,B1C1Mo2,5.933333333333334
290,Ge2Zr1,8.0
258,Ga1Hf2,0.21
285,Ge2Hf1,2.2
301,Hf1Re2,5.203333333333333
24,As1Sn1,3.755
487,Mg1Al1Si1,6.0
180,Ca4Rh6Pb19,3.3
242,Dy1Ni2B2C1,5.42076923076923
466,Lu1Pd2Sn1,2.91
241,Dy1Mo6S8,1.6
759,Y1Mo6Se8,6.38
678,Si3W5,2.7
526,Nb3Sn0.05Sn0.95,16.9
485,Lu5Rh4Ge10,2.79
433,La3Rh4Pb13,2.2
209,Ce1Ru3B2,1.1
199,Ce1Ni2Ge2,0.2166666666666666
547,Ni2Nb1Al1,2.15
58,B1Ta2,3.12
387,La1Pd2As2,0.97
321,Ho1Ni2B2C1,8.003125
399,La1Rh1P1,2.5
4,Ag2F1,0.066
308,Hf5Re24,4.3
407,La1Ru2P2,3.9333333333333336
536,NbSn3,18.0
410,La1Ru4Sb12,3.293333333333333
595,Pd2Lu1Sn1,3.05
143,C1Ga1Mo2,3.9
383,La1Os4Sb12,0.80775
673,Sc5Ir4Si10,8.311428571428571
57,B1Ta1,4.0
120,Bi2Cs1,4.75
548,Ni2Nb1Ga1,1.54
718,Ta1S1Se1,3.36
622,Pt1Si1,0.88
786,Y2Ni1Ge3,0.533
568,Pb2Pd1,2.98
37,Au1Pd1In1Y1,2.3
545,Ni2Hf1Al1,0.74
70,B6Nd1,3.0
484,Lu5Ir4Si10,3.82
543,Ni1Zr3,3.35
157,Ca1Ga1Si1,4.2375
688,Sn3Zr5,1.9
243,Dy1Rh2Ir2B4,4.53
590,Pd1Zr2,2.36
55,B1Nb1,8.25
613,Pr1Os4Sb12,1.83
43,Au5Ba1,0.4
380,La1Ni2P2,2.6
549,Ni2Nb1Sn1,3.15
598,Pd2Sn1Y1,4.9
810,Zr1Ir1Si1,2.04
439,La3Sn1,6.2
234,Cu2Sb1,0.085
248,Er1Ni2B2C1,10.326363636363636
414,La1Si5,11.4
806,Yb3Rh4Sn13,7.833333333333333
483,Lu5Ir4Ge10,2.55
721,Ta5Ge1B2,3.8
61,B2Nb1,5.254285714285714
127,Bi2Rh1,2.2
591,Pd20Zr80,2.91
358,La1Al2,3.23
553,O1W3,3.35
602,Pd2Y1Sn1,4.55
611,Pr1Fe1P1O1,3.5866666666666664
329,In2Mo15Se19,1.5
107,Be5Pt1,2.3
165,Ca1Pd2As2,1.27
627,Pt2Y1,2.835
217,Co1Lu3,0.35
690,Sr1Al1Si1,4.75
374,La1Ni1Ga2,1.97
80,Ba1Pt4Ge12,5.132
245,Er1Ba2Cu4O8,78.525
712,Sr4V2Fe2As2O6,31.5
497,Mo3Al2C1,10.0
289,Ge2Y1,3.8
514,Nb1Si1As1,8.2
334,In3Te4,1.2
662,Sb2Tl7,5.2
353,K1Ni2S2,0.46
422,La2Sb1,3.025
573,Pb3Y1,4.72
442,La5Ru2,2.35
316,Hg1Sr2La1Cu2O6,28.0
175,Ca3Ir4Ge13,1.7
337,Ir1Nb3,1.8766666666666667
320,Ho1Ba2Cu4O8,76.78
608,Pd7Se2,0.53
775,Y1Ru1B4,1.38
198,Ce1Ni2B2C1,0.1
805,Yb3Co4Sn13,2.5
36,Au1Pb3,4.325
447,La7Rh3,2.59
507,N5Nb4,8.5
186,Ce1Au2Si2,2.0516666666666663
137,Bi3Mo1,3.7
112,Bi1La4Pb2,2.5
632,Rb1Os2O6,6.318
124,Bi2Ni3Se2,0.73
616,Pr1Ru4As12,2.3825
47,B12Sc1,0.39
159,Ca1Hg1,1.6
443,La6Zn1Sb15,3.74
392,La1Pt1Ge1,3.4
582,Pd1Se1Te1,1.2
74,Ba1Bi3,5.745
92,Ba6C60,7.0
324,In1La3,9.61
283,Ge1Pt1,0.4
23,As1Rh1,0.58
46,B12Lu1,0.435
645,Rh1Y3,0.65
93,Ba6Ge25,0.24
785,Y2Ir3Si5,3.005
420,La2Rh3Si5,4.4
222,Cr3Rh1,0.07
637,Re24Ti5,6.6
569,Pb2Rh1,2.66
649,Rh3Bi14,2.94
599,Pd2Tm1Pb1,2.1
257,Fe2As2Sr4V2O6,27.0
657,Ru2Zr1,2.053333333333333
86,Ba24Si100,1.475
164,Ca1Pb3,0.65
585,Pd1Te1,3.01
303,Hf1Rh1Si1,2.3
774,Y1Ru1B2,7.7
130,Bi2Sr2Ca2Cu3O10,108.125
419,La2C2Br2,7.03
480,Lu3Os4Ge13,3.6
109,Bi1Cu1,1.8
89,Ba2Sn3Sb6,3.9
171,Ca2In1N1,0.6
204,Ce1Pt3Si1,0.6692222222222222
275,Ga5V2,3.57
624,Pt1Sn4,2.38
141,Bi4Rh1,2.95
544,Ni20Zr80,3.47
564,P4W14O50,0.39
391,La1Pd2Si2,0.39
644,Rh1V3,0.38
146,C2Y1,3.895428571428572
340,Ir1Zr3,2.13
13,Al2La1,2.5881666666666665
784,Y2I2C2,9.85
299,Hf1Os2,2.27
696,Sr1Ni2Ge2,0.8825000000000001
368,La1Ir3B2,1.65
249,Er1Pd2Sn1,1.17
588,Pd1Tl2,1.32
745,Tm1Ba2Cu4O8,79.42
530,Nb4Co1Si1,6.0
345,Ir2Y1,1.6350000000000002
580,Pd1Sb1Te1,1.2
607,Pd4Se1,0.42
240,Dy1Ir2Rh2B4,4.64
540,Nd1Rh4B4,5.323333333333333
654,Ru1W1,7.5
274,Ga41Mo8,9.7
305,Hf1Tc2,5.6
468,Lu1Re2,1.7
735,Tl1Ba2Ca3Cu4O11,118.05
170,Ca1Tl3,2.04
670,Sc2Fe3Si5,4.57
651,Rh5Y1,0.56
586,Pd1Te2,1.61
256,Fe2As2Sr4Mg1Ti1O6,6.0
195,Ce1Ir1In5,0.7704285714285714
397,La1Pt4Ge12,8.253333333333332
332,In3Mo15Se19,3.32
